id,age,gender,education,neuroticism,extraversion,openness,agreeableness,conscientiousness,impulsivity,sensation_seeking,alcohol_ever,alcohol_year,alcohol_week,caffeine_ever,caffeine_year,caffeine_week,cannabis_ever,cannabis_year,cannabis_week,cocaine_ever,cocaine_year,cocaine_week,meth_ever,meth_year,meth_week
728,25-34,F,Ed8,39,44,42,44,41,4,5,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
729,18-24,M,Ed5,23,41,51,41,30,4,6,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0
730,25-34,F,Ed2,30,42,47,39,43,7,8,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0
731,35-44,F,Ed7,43,40,39,43,42,3,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
732,18-24,M,Ed5,28,48,44,42,38,4,7,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0
733,18-24,F,Ed7,48,44,51,42,42,2,5,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
734,35-44,M,Ed2,42,41,48,41,40,3,4,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
735,18-24,M,Ed5,43,47,55,33,28,6,8,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
736,25-34,F,Ed7,38,53,59,53,37,7,9,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0
737,25-34,M,Ed7,31,27,26,33,33,1,6,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0
738,25-34,M,Ed7,26,51,46,44,55,5,9,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
739,18-24,F,Ed4,48,41,55,51,46,2,7,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0
740,25-34,M,Ed8,35,30,49,40,38,4,8,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
741,35-44,M,Ed5,24,41,50,51,37,6,6,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
743,45-54,F,Ed8,44,38,48,48,52,5,7,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
744,35-44,F,Ed7,42,41,41,37,35,1,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
745,25-34,M,Ed2,32,40,42,37,47,5,7,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1
746,45-54,M,Ed5,27,41,46,47,30,7,5,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
747,25-34,F,Ed2,43,42,38,46,39,2,5,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
748,25-34,F,Ed8,35,43,49,45,45,2,5,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0
749,35-44,F,Ed2,40,36,36,43,28,4,5,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0
750,35-44,F,Ed9,21,46,39,53,54,3,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
751,35-44,M,Ed8,34,40,46,50,41,3,7,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
752,25-34,F,Ed6,17,49,33,50,50,3,3,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0
753,25-34,M,Ed5,51,38,53,52,28,8,6,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0
754,25-34,F,Ed8,40,47,42,51,45,4,7,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
755,25-34,M,Ed9,27,43,55,50,38,4,6,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0
756,18-24,M,Ed5,23,50,56,48,56,2,2,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0
757,18-24,F,Ed8,42,42,42,44,47,3,5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
758,18-24,F,Ed5,56,37,45,48,25,7,7,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
759,18-24,M,Ed5,40,44,46,42,40,5,9,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0
760,18-24,M,Ed9,14,51,50,50,44,2,7,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1
761,25-34,M,Ed7,36,33,40,40,37,4,9,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0
762,18-24,M,Ed5,52,42,38,40,23,9,5,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
763,25-34,F,Ed7,24,45,55,50,43,3,7,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
764,18-24,F,Ed7,47,45,50,49,30,6,3,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0
765,18-24,M,Ed2,40,33,53,47,34,5,8,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0
766,18-24,M,Ed5,42,41,58,48,42,4,9,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0
767,18-24,M,Ed5,46,34,48,56,37,5,6,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1
768,25-34,M,Ed8,44,35,47,38,40,2,6,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
769,18-24,F,Ed6,32,44,47,41,47,7,4,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0
770,25-34,M,Ed7,46,41,50,46,47,1,8,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
771,18-24,M,Ed5,42,28,37,43,35,8,9,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0
772,18-24,F,Ed8,41,30,33,49,44,5,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
773,45-54,M,Ed7,48,30,43,39,28,4,7,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
774,45-54,F,Ed6,46,31,44,41,38,3,5,1,0,0,1,1,0,1,1,1,1,0,0,1,1,1
775,18-24,M,Ed4,25,37,50,45,42,2,5,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0
776,18-24,F,Ed5,21,43,52,41,28,4,7,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0
777,25-34,M,Ed5,37,37,40,41,42,2,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1
778,18-24,M,Ed5,41,44,51,39,38,4,6,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
779,18-24,M,Ed5,54,40,58,40,37,6,8,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0
780,45-54,M,Ed4,18,47,44,47,39,4,4,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
781,18-24,F,Ed6,46,24,45,46,42,1,3,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0
782,35-44,M,Ed6,46,33,40,34,36,4,8,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
783,18-24,M,Ed5,47,31,48,43,33,8,10,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0
784,18-24,F,Ed5,44,37,52,46,38,5,9,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
785,18-24,F,Ed5,33,43,52,43,49,3,9,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0
786,18-24,M,Ed8,49,34,52,43,44,3,8,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0
787,18-24,M,Ed6,30,40,47,41,29,6,8,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0
788,35-44,M,Ed6,44,36,47,38,43,7,6,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
789,18-24,M,Ed6,21,48,42,39,33,8,8,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0
790,18-24,M,Ed5,19,41,51,44,47,4,9,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0
791,18-24,M,Ed7,34,37,52,39,36,7,8,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
792,18-24,M,Ed5,42,39,50,32,41,7,10,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0
793,18-24,M,Ed5,44,44,48,36,31,2,5,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
794,25-34,M,Ed5,36,53,44,39,42,7,6,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0
795,25-34,M,Ed7,35,36,54,51,38,4,8,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
796,18-24,M,Ed5,47,36,44,39,49,2,5,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0
797,18-24,M,Ed5,40,33,44,46,41,3,8,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0
798,18-24,F,Ed7,30,45,49,47,50,2,8,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0
799,25-34,F,Ed5,37,47,51,41,47,3,9,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
800,35-44,F,Ed5,48,44,55,46,37,8,4,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
801,18-24,M,Ed5,25,41,46,46,54,3,5,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0
802,25-34,M,Ed5,41,37,45,47,34,5,7,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0
803,18-24,M,Ed4,31,42,47,38,37,6,9,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
804,45-54,F,Ed7,37,33,39,48,40,1,9,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0
805,25-34,M,Ed5,41,32,43,49,42,3,6,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0
806,18-24,F,Ed7,54,29,55,31,45,5,6,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0
807,25-34,M,Ed5,33,41,44,40,35,7,8,1,0,0,1,1,1,1,1,0,1,1,0,1,1,0
808,18-24,M,Ed3,32,45,51,47,35,8,9,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
809,18-24,F,Ed5,46,45,53,36,38,6,9,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0
810,18-24,M,Ed7,40,26,39,48,30,1,3,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0
811,18-24,M,Ed6,21,34,37,54,41,3,3,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0
812,18-24,M,Ed4,21,45,53,37,39,2,6,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0
813,45-54,F,Ed7,48,51,52,30,29,6,9,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0
814,18-24,M,Ed5,47,35,46,34,35,7,9,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0
815,25-34,M,Ed7,41,36,51,32,45,3,7,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0
816,18-24,M,Ed5,29,40,43,37,44,5,10,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
817,18-24,M,Ed5,57,42,48,37,34,8,9,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
818,18-24,F,Ed5,37,33,46,46,47,3,4,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0
819,45-54,M,Ed9,42,41,52,57,44,2,7,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0
820,25-34,F,Ed8,51,34,46,41,33,4,7,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
821,18-24,M,Ed5,29,51,51,44,45,6,10,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0
822,18-24,F,Ed7,32,42,45,42,43,6,9,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0
823,18-24,M,Ed5,35,47,51,40,45,3,9,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1
824,18-24,M,Ed5,35,41,51,45,39,6,9,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1
825,18-24,M,Ed5,36,38,45,29,26,7,9,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
826,18-24,M,Ed7,42,24,26,49,31,2,2,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
827,18-24,M,Ed7,41,44,47,36,50,3,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
828,18-24,M,Ed5,37,49,54,35,36,5,8,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1
829,18-24,M,Ed7,27,43,46,38,39,4,7,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
830,25-34,F,Ed9,52,43,53,47,43,1,8,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0
831,18-24,M,Ed5,37,44,57,51,40,1,7,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0
832,18-24,M,Ed6,39,37,41,49,41,4,5,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
833,18-24,M,Ed5,45,34,47,47,41,3,8,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0
834,25-34,F,Ed8,37,33,55,44,46,5,10,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
835,45-54,F,Ed9,36,41,46,38,36,6,8,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0
836,25-34,F,Ed8,44,35,46,41,46,3,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
837,18-24,M,Ed7,41,33,43,42,41,3,6,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
838,18-24,M,Ed7,21,41,46,41,30,4,6,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0
839,45-54,M,Ed8,32,42,47,35,44,4,7,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0
840,18-24,M,Ed5,21,51,50,46,48,7,6,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0
841,18-24,M,Ed4,43,40,58,44,30,7,8,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
842,25-34,M,Ed7,38,30,50,24,42,6,9,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
843,18-24,M,Ed5,30,39,52,40,32,8,8,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0
844,18-24,M,Ed5,29,40,48,54,50,3,4,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0
845,25-34,F,Ed5,41,37,47,36,40,1,6,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0
846,18-24,F,Ed5,39,45,53,50,38,4,7,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0
847,35-44,M,Ed5,45,28,36,42,44,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1
848,18-24,F,Ed6,41,37,35,50,37,4,4,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0
849,25-34,M,Ed7,42,37,48,30,35,5,8,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0
850,18-24,M,Ed4,41,44,53,36,39,7,9,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
851,55-64,M,Ed8,21,40,54,51,45,4,6,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0
852,18-24,M,Ed8,40,33,49,41,45,4,7,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
853,18-24,M,Ed5,28,49,55,49,43,5,6,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0
854,25-34,M,Ed7,43,41,36,35,32,4,9,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0
855,18-24,M,Ed5,36,40,55,44,40,4,6,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
856,18-24,F,Ed5,32,41,46,42,34,7,8,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0
857,18-24,M,Ed2,41,45,50,36,33,5,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
858,25-34,M,Ed5,26,43,57,53,45,3,6,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0
859,18-24,M,Ed6,41,48,45,47,54,6,9,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
860,25-34,M,Ed3,49,34,43,30,29,4,4,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1
861,18-24,M,Ed5,26,54,53,42,48,6,8,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
862,18-24,F,Ed5,46,31,53,36,32,9,7,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0
863,25-34,M,Ed5,42,45,53,40,28,7,8,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
864,18-24,M,Ed7,36,39,45,39,39,8,9,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0
865,18-24,M,Ed5,20,48,58,48,48,2,6,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0
866,18-24,M,Ed5,51,36,45,32,37,2,8,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
867,18-24,F,Ed5,34,47,42,39,36,6,6,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
868,18-24,M,Ed5,40,32,50,47,36,4,5,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0
869,18-24,F,Ed5,35,48,55,48,54,5,9,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
870,18-24,F,Ed5,24,42,51,49,52,2,7,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
871,45-54,M,Ed6,51,35,52,41,28,7,10,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0
872,25-34,M,Ed7,45,34,53,40,49,6,10,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0
873,18-24,M,Ed8,38,50,47,32,34,5,7,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
874,25-34,F,Ed8,29,37,46,47,40,2,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
875,18-24,F,Ed5,50,27,47,38,23,2,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
876,25-34,F,Ed8,38,32,42,45,34,5,5,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0
877,18-24,F,Ed5,43,42,55,43,36,8,10,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
878,35-44,M,Ed6,48,24,51,30,39,9,8,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1
879,25-34,M,Ed5,27,43,51,46,25,8,10,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
880,18-24,F,Ed7,30,49,52,43,43,6,7,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
881,25-34,M,Ed8,48,40,44,42,41,7,8,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0
882,18-24,F,Ed1,42,39,52,40,31,4,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
883,35-44,M,Ed5,51,32,48,39,36,8,7,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1
884,25-34,F,Ed5,25,49,54,37,41,5,9,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0
885,18-24,M,Ed5,36,48,51,45,37,4,8,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
886,18-24,M,Ed5,50,40,48,48,41,3,8,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
887,25-34,M,Ed5,46,19,47,43,41,4,6,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0
888,18-24,M,Ed7,40,37,47,41,42,6,7,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0
889,18-24,M,Ed7,31,55,51,52,43,4,9,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
890,18-24,F,Ed5,26,49,56,54,36,4,4,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
891,18-24,F,Ed5,40,45,54,50,46,2,6,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0
892,18-24,M,Ed5,37,46,53,47,46,2,8,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0
893,25-34,M,Ed5,22,53,52,43,48,3,7,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
894,25-34,M,Ed5,37,37,33,27,41,5,8,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0
895,25-34,M,Ed5,46,29,48,18,30,7,10,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0
896,25-34,F,Ed3,60,24,40,36,24,5,2,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0
897,18-24,M,Ed5,23,27,46,27,40,5,8,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0
898,18-24,F,Ed6,20,38,47,44,37,2,6,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0
899,25-34,M,Ed8,28,47,45,44,45,3,6,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
900,25-34,M,Ed7,53,38,43,40,34,8,10,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
901,18-24,F,Ed5,53,33,39,37,34,9,10,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
902,18-24,M,Ed7,15,51,35,12,41,5,9,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
903,18-24,M,Ed5,36,33,49,39,35,5,9,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
904,25-34,F,Ed8,38,35,48,39,33,5,7,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0
905,18-24,M,Ed4,35,46,46,46,37,6,9,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1
906,35-44,F,Ed7,46,38,53,36,45,1,3,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0
907,18-24,M,Ed5,49,39,45,27,33,6,7,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
908,25-34,M,Ed6,40,42,47,43,54,2,4,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
909,35-44,M,Ed7,24,42,41,34,45,5,9,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0
910,18-24,M,Ed5,33,40,44,48,36,1,10,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
911,18-24,M,Ed7,37,44,46,34,42,6,8,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1
912,25-34,F,Ed5,49,43,53,37,28,8,9,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0
913,18-24,F,Ed5,55,19,32,43,31,5,3,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1
914,18-24,M,Ed5,43,30,41,34,36,3,8,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0
915,35-44,M,Ed7,39,29,34,32,47,2,7,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1
916,18-24,F,Ed5,25,54,54,49,48,4,8,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
917,25-34,F,Ed3,56,20,42,28,19,8,9,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
918,18-24,M,Ed4,38,40,46,40,48,2,5,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1
919,25-34,M,Ed2,40,39,45,42,38,4,8,1,1,0,1,1,0,1,1,0,1,0,0,1,1,0
920,18-24,F,Ed5,52,28,45,53,45,5,9,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0
921,18-24,M,Ed4,38,49,58,41,34,8,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
922,35-44,M,Ed8,33,38,41,38,43,7,6,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0
923,18-24,M,Ed5,25,43,53,34,45,3,9,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0
924,18-24,M,Ed1,37,38,46,46,33,3,7,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1
925,18-24,M,Ed5,25,30,41,35,33,4,5,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0
926,25-34,M,Ed4,48,31,29,36,36,7,5,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1
927,18-24,M,Ed2,46,29,48,44,35,5,6,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1
928,18-24,M,Ed6,28,48,50,50,37,3,8,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
929,25-34,M,Ed5,38,31,52,38,40,3,8,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
930,25-34,M,Ed5,30,49,56,53,46,4,9,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0
931,18-24,F,Ed5,33,46,51,45,40,5,6,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0
932,35-44,M,Ed2,29,35,42,44,37,1,3,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0
933,25-34,F,Ed7,43,35,54,49,45,5,8,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0
934,18-24,F,Ed3,47,26,46,50,36,3,10,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1
935,18-24,F,Ed7,33,40,53,47,54,2,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
936,18-24,F,Ed5,24,47,54,45,36,8,10,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
937,18-24,F,Ed5,56,35,48,44,36,5,8,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0
938,18-24,M,Ed6,40,48,53,43,39,5,6,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0
939,18-24,M,Ed5,35,42,50,47,35,6,9,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
940,18-24,F,Ed7,39,42,46,39,47,2,7,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
941,18-24,M,Ed5,40,37,53,33,41,3,8,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0
942,25-34,F,Ed4,45,48,53,38,51,4,7,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0
943,25-34,M,Ed6,31,54,59,51,50,3,7,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0
944,18-24,F,Ed5,51,34,50,46,33,6,8,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0
945,25-34,F,Ed8,46,38,49,48,32,7,8,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0
946,18-24,F,Ed5,32,32,42,52,35,2,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0
947,18-24,M,Ed4,29,38,38,38,30,6,5,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0
948,25-34,M,Ed6,55,30,47,41,29,7,5,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1
949,25-34,F,Ed4,40,40,29,41,47,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1
950,35-44,M,Ed6,51,27,46,44,30,6,4,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0
951,18-24,F,Ed7,42,40,49,40,37,3,7,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0
952,18-24,F,Ed5,25,42,57,47,41,9,10,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0
953,18-24,M,Ed5,40,41,48,41,40,8,8,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
954,25-34,F,Ed7,46,33,46,41,29,5,8,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
955,18-24,M,Ed5,49,34,44,42,36,2,2,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
956,18-24,M,Ed6,53,36,46,33,20,8,9,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0
957,45-54,M,Ed7,25,36,42,44,45,2,3,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0
958,35-44,M,Ed6,23,38,47,51,50,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
959,18-24,M,Ed5,33,50,46,35,54,3,8,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
960,18-24,F,Ed7,36,41,55,50,37,5,4,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1
961,45-54,F,Ed5,35,35,51,55,39,3,5,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0
962,18-24,M,Ed6,39,46,53,45,40,8,10,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0
963,25-34,M,Ed5,32,42,57,48,33,6,7,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0
964,35-44,M,Ed5,42,26,46,44,42,4,9,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
965,18-24,M,Ed5,27,48,43,48,44,3,7,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
966,25-34,F,Ed8,25,40,51,46,40,4,7,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
967,18-24,M,Ed8,27,47,46,45,45,4,9,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
968,18-24,F,Ed5,30,42,50,50,44,2,4,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0
969,18-24,F,Ed5,33,41,57,52,39,7,9,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
970,18-24,M,Ed5,22,48,53,33,48,3,8,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0
